Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Age (product.metafields.custom.age),Brand (product.metafields.custom.brand),Color (product.metafields.shopify.color-pattern),Earring design (product.metafields.shopify.earring-design),Jewelry material (product.metafields.shopify.jewelry-material),Jewelry type (product.metafields.shopify.jewelry-type),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
eg10052y4jam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/EG10052Y4JAM-2.jpg,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55027195,Colored Stone Earrings,14 Karat Solid Rose Gold Earrings<br>Red Garnet Huggies<br>Diamond Total Carat Weight: 0.71,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Rose Gold,,SC55027195,0.0,shopify,0,deny,manual,530.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55027195.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,161,Shy Creation,,,,,,,,,,g,,182.75,active
sc55027203,Colored Stone Earrings,14 Karat Solid Yellow Gold Earring<br>Black Onyx Huggies<br>Stone Total Carat Weight: 0.46,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55027203,0.0,shopify,0,deny,manual,530.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55027203.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,161,Shy Creation,,,,,,,,,,g,,182.75,active
sc55027203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55027194_SC55027203.JPG,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55027201,Colored Stone Earrings,14 Karat Solid Rose Gold Earrings<br>Pink Opal Huggies<br>Stone Total Carat Weight: 0.36,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Rose Gold,,SC55027201,0.0,shopify,0,deny,manual,530.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55027201.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,161,Shy Creation,,,,,,,,,,g,,182.75,active
sc55029143,Colored Stone Earrings,14 Karat Solid Yellow Gold Earrings<br>Pink Sapphire Daisy Studs<br>Stone Total Carat Weight: 0.06,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55029143,0.0,shopify,0,deny,manual,625.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55029143.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,161,Shy Creation,,,,,,,,,,g,,225.75,active
sc55029143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55029143.JPG,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55027091,Colored Stone Earrings,14 Karat Solid Yellow Gold Earrings<br>Swiss Blue Topaz Huggie<br>Stone Total Carat Weight: 0.61,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55027091,0.0,shopify,0,deny,manual,530.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55027091.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,161,Shy Creation,,,,,,,,,,g,,182.75,active
sc55029141,Colored Stone Earrings,14 Karat Solid Rose Gold Earrings<br>Butterfly Studs<br>Stone Type: Pimk Sapphire<br>Stone Total Carat Weight: 0.17,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Rose Gold,,SC55029141,0.0,shopify,0,deny,manual,650.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55029141.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,161,Shy Creation,,,,,,,,,,g,,230.05,active
sc55027197,Colored Stone Earrings,14 Karat Solid Yellow Gold Huggies<br>Stone Type: Amethyst<br>Stone Carat Weight: 0.45,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55027197,0.0,shopify,0,deny,manual,530.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55027197.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,161,Shy Creation,,,,,,,,,,g,,182.75,active
sc55026478-2,Colored Stone Earrings,14kt Solid Yellow Gold Blue Sapphire Stud Earrings<br>2 Natural Blue Sapphires<br>Sapphire Total Carat Weight: 0.14,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55026478-2,0.0,shopify,0,deny,manual,495.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026478.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,173,Shy Creation,,,,,,,,,,g,,169.85,active
sc55026478-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/sc55026478.webp,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55026478-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55026499_SC55026478.JPG,3,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55002759-2,Colored Stone Earrings,14kt Solid White Gold Ruby Stud Earrings<br>2 Natural Red Rubies<br>Ruby Total Carat Weight: 0.28<br>26 Natural Round Diamonds<br>Round Diamonds Total Carat Weight: 0.08,DIAMOND RING CO,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,"Birthstone, Natural Diamond",,Metal Color,White Gold,,SC55002759-2,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55002759.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,435,Shy Creation,,,,,,,,,,g,,240.80,active
sc55026478,Colored Stone Earrings,14kt Solid Yellow Gold Blue Sapphire Stud Earrings<br>2 Natural Blue Sapphires<br>Sapphire Total Carat Weight: 0.14,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55026478,0.0,shopify,0,deny,manual,495.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026478.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,509,Shy Creation,,,,,,,,,,g,,139.75,active
sc55026478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/sc55026478.webp,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55026478,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55026499_SC55026478.JPG,3,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55026147,Colored Stone Earrings,14Kt Solid Yellow Gold<br>Blue Sapphire Huggies Bezel Set<br>2 Natural Blue Sapphires<br>Sapphire Total Carat Weight: 0.08,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55026147,0.0,shopify,0,deny,manual,590.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026147.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,509,Shy Creation,,,,,,,,,,g,,126.85,active
sc55026147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026147_WEBP.webp,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55026147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55026144_SC55026147_SC55026150.JPG,3,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55026469,Colored Stone Earrings,14kt Solid Yellow Gold Ruby Bezel Studs<br>2 Natural Red Rubies<br>Rubies Total Carat Weight: 0.10,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55026469,0.0,shopify,0,deny,manual,495.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026469.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,509,Shy Creation,,,,,,,,,,g,,139.75,active
sc55026469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026469.webp,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55026469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55026523_SC55026469.JPG,3,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55026150,Colored Stone Earrings,14Kt Solid Yellow Gold<br>Ruby Huggies Bezel Set<br>2 Natural Red Rubies<br>Rubies Total Carat Weight: 0.08,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55026150,0.0,shopify,0,deny,manual,590.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026150.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,509,Shy Creation,,,,,,,,,,g,,126.85,active
sc55026150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55026150_WEBP.webp,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55026150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55026144_SC55026147_SC55026150.JPG,3,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55027483,Colored Stone Earrings,14 Karat Yellow Gold<br>Composite Turquoise Clover Stud<br>Turquoise Total Carat Weight: 2.01,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,SC55027483,0.0,shopify,0,deny,manual,895.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55027483.jpg,1,Colored Stone Earrings,false,Colored Stone Earrings,,509,Shy Creation,,,,,,,,,,g,,255.85,active
sc55020871,Colored Stone Earrings,14 Karat Rose Gold Ruby Studs<br>Diamond Carat Weight: 0.17CT<br>Ruby Carat Weight: 0.16CT<br>Eden Colln Shy Creation,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,"Natural Diamond, Birthstone",,Metal Color,Rose Gold,,SC55020871,0.0,shopify,0,deny,manual,1025.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55020871%20%281%29.jpg,1,Colored Stone Earrings,false,Colored Stone Earrings,,1028,Shy Creation,,,,,,,,,,g,,253.70,active
sc55020871,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55020871.JPG,2,Colored Stone Earrings,,,,,,,,,,,,,,,,,,
sc55002759,Colored Stone Earrings,14kt Solid White Gold Ruby Stud Earrings<br>2 Natural Red Rubies<br>Ruby Total Carat Weight: 0.28<br>26 Natural Round Diamonds<br>Round Diamonds Total Carat Weight: 0.08,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Stud",true,Material,14 Karat Gold,,Stone Type,"Natural Diamond, Birthstone",,Metal Color,White Gold,,SC55002759,0.0,shopify,0,deny,manual,750.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55002759.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,1056,Shy Creation,,,,,,,,,,g,,240.80,active
sc55020191,Colored Stone Earrings,Diamond &amp; Ruby Huggies<br>14 Karat Rose Gold<br>Ruby Total Carat Weight: 0.29<br>Diamond Total Carat Weight: 0.06,Shy Creation,Apparel & Accessories > Jewelry > Earrings,Earrings,"Anniversary, Birthday, Category 210, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,"Natural Diamond, Birthstone",,Metal Color,Rose Gold,,SC55020191,0.0,shopify,0,deny,manual,835.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55020191.JPG,1,Colored Stone Earrings,false,Colored Stone Earrings,,1134,Shy Creation,,,,,,,,,,g,,270.90,active
sc55025941,Colored Stone Rings- Womens EMERALD,14 Karat Yellow Gold Green Emerald Band<br>Diamond Carat Weight: 0.10CT<br>Green Emerald Carat Weight: 0.10CT<br>French Pave Band,Shy Creation,Apparel & Accessories > Jewelry > Rings,Rings,"Anniversary, Birthday, Category 203, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Wedding Bands",true,Material,14 Karat Gold,,Stone Type,"Birthstone, Natural Diamond",,Metal Color,Yellow Gold,,SC55025941,0.0,shopify,0,deny,manual,995.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55025941.JPG,1,Colored Stone Rings- Womens EMERALD,false,Colored Stone Rings- Womens EMERALD,,509,Shy Creation,,,,,,,,,,g,,288.10,active
sc55025941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/WEB_ALT_SC55025932_SC55025935_SC55025938_SC55025941.JPG,2,Colored Stone Rings- Womens EMERALD,,,,,,,,,,,,,,,,,,
sc55009051,Colored Stone Rings- Womens SAPPHIRE,14 Karat White Gold Sapphire Ring<br>Diamond Carat Weight: 0.08CT<br>Blue Sapphire Carat Weight: 0.17CT,Shy Creation,Apparel & Accessories > Jewelry > Rings,Rings,"Anniversary, Birthday, Category 202, Emerald, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,"Birthstone, Natural Diamond",,Metal Color,White Gold,,SC55009051,0.0,shopify,0,deny,manual,675.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55009051_D.JPG,1,Colored Stone Rings- Womens SAPPHIRE,false,Colored Stone Rings- Womens SAPPHIRE,,499,Shy Creation,,,,,,,,,,g,,202.10,active
sc55009051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55009051_C.JPG,2,Colored Stone Rings- Womens SAPPHIRE,,,,,,,,,,,,,,,,,,
sc55009051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55009051_B.JPG,3,Colored Stone Rings- Womens SAPPHIRE,,,,,,,,,,,,,,,,,,
sc55009051,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55009051.JPG,4,Colored Stone Rings- Womens SAPPHIRE,,,,,,,,,,,,,,,,,,
sc55003012,Colored Stone Rings- Womens SAPPHIRE,14 Karat White Gold Sapphire Band<br>Diamond Carat Weight: 0.16CT<br>Blue Sapphire Carat Weight: 0.31CT,Shy Creation,Apparel & Accessories > Jewelry > Rings,Rings,"Anniversary, Anniversary Bands, Birthday, Category 202, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Wedding Bands",true,Material,14 Karat Gold,,Stone Type,"Birthstone, Natural Diamond",,Metal Color,White Gold,,SC55003012,0.0,shopify,0,deny,manual,1200.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55003012C.JPG,1,Colored Stone Rings- Womens SAPPHIRE,false,Colored Stone Rings- Womens SAPPHIRE,,1134,Shy Creation,,,,,,,,,,g,,402.05,active
sc55003012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55003012D.JPG,2,Colored Stone Rings- Womens SAPPHIRE,,,,,,,,,,,,,,,,,,
sc55003012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55003012B.JPG,3,Colored Stone Rings- Womens SAPPHIRE,,,,,,,,,,,,,,,,,,
sc55003012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55003012.JPG,4,Colored Stone Rings- Womens SAPPHIRE,,,,,,,,,,,,,,,,,,
sc55003012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/SC55003012E.JPG,5,Colored Stone Rings- Womens SAPPHIRE,,,,,,,,,,,,,,,,,,
lr53063m4jws,Colored Stone Rings  -  Women's,Past Present Future Stackable<br>14 Karat Yellow Gold<br>White Sapphire Total Carat Weight: 0.16<br>S2292926 #67,Gabriel & Co,Apparel & Accessories > Jewelry > Rings,Rings,"Anniversary, Anniversary Bands, Birthday, Category 200, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable, Statement, Three Stone",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,"Two-Tone, Yellow Gold",,LR53063M4JWS,0.0,shopify,0,deny,manual,1200.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53063M4JWS-4.jpg,1,Colored Stone Rings  -  Women's,false,Colored Stone Rings  -  Women's,,26,Gabriel & Co.,,,,,,,,,,g,,397.00,active
lr53063m4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53063M4JWS-1.jpg,2,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53063m4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53063M4JWS-3.jpg,3,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53063m4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53063M4JWS-2.jpg,4,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53063m4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53063M4JWS-5.jpg,5,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53060y4jws,Colored Stone Rings  -  Women's,Bujukan Stackable Band<br>14 Karat Yellow Gold<br>White Sapphire Total Weight: 0.13<br>S2292927 #66,Gabriel & Co,Apparel & Accessories > Jewelry > Rings,Rings,"Anniversary, Birthday, Category 200, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,"Two-Tone, Yellow Gold",,LR53060Y4JWS,0.0,shopify,0,deny,manual,850.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53060Y4JWS-4.jpg,1,Colored Stone Rings  -  Women's,false,Colored Stone Rings  -  Women's,,26,Gabriel & Co.,,,,,,,,,,g,,283.00,active
lr53060y4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53060Y4JWS-1.jpg,2,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53060y4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53060Y4JWS-2.jpg,3,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53060y4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53060Y4JWS-3.jpg,4,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53060y4jws,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53060Y4JWS-5.jpg,5,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53030y4jbt,Colored Stone Rings  -  Women's,14 Karat Yellow Gold<br>Bujukan Stackable Ring<br>Blue Topaz Total Carat Weight: 0.05<br>S2292928 #65,Gabriel & Co,Apparel & Accessories > Jewelry > Rings,Rings,"Anniversary, Birthday, Category 200, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,LR53030Y4JBT,0.0,shopify,0,deny,manual,725.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53030Y4JBT-4.jpg,1,Colored Stone Rings  -  Women's,false,Colored Stone Rings  -  Women's,,26,Gabriel & Co.,,,,,,,,,,g,,215.00,active
lr53030y4jbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53030Y4JBT-3.jpg,2,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53030y4jbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53030Y4JBT-1.jpg,3,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53030y4jbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53030Y4JBT-2.jpg,4,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53030y4jbt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53030Y4JBT-5.jpg,5,Colored Stone Rings  -  Women's,,,,,,,,,,,,,,,,,,
lr53020y4jbt,Colored Stone Rings  -  Women's,Swiss Blue Topaz<br>14 Karat Yellow Gold<br>Stackable Ring Collection<br>Blue Topaz Total Carat Weight: 0.24<br>S2292929 #64,Gabriel & Co,Apparel & Accessories > Jewelry > Rings,Rings,"Anniversary, Birthday, Category 200, Everyday, For Her, For Mom, Gift, Helios Migrated, Round, Stackable",true,Material,14 Karat Gold,,Stone Type,Birthstone,,Metal Color,Yellow Gold,,LR53020Y4JBT,0.0,shopify,0,deny,manual,725.00,,true,true,,,,,,https://raw.githubusercontent.com/rishs-afk/JoharProductReview/main/shopify_upload/matched_images/LR53020Y4JBT-4.jpg,1,Colored Stone Rings  -  Women's,false,Colored Stone Rings  -  Women's,,26,Gabriel & Co.,,,,,,,,,,g,,245.00,active
